Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Crs,TklW,Int,Fld,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm
104,Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,29.0,1996,24,22,1926,21.4,11,2,13,3,8,8,6,0,0.23,51,21,41.2,2.38,0.98,0.06,0.14,8,8,124,16,19,23,6,0,0,20,0,,,,,,,,,,,,,,
105,Samuel Amo-Ameyaw,eng ENG,"MF,DF",Strasbourg,fr Ligue 1,19.0,2006,23,8,938,10.4,2,2,4,2,0,0,2,0,0.38,13,3,23.1,1.25,0.29,0.15,0.67,0,0,50,11,3,22,2,0,0,13,0,,,,,,,,,,,,,,
106,Amorim,br BRA,MF,Genoa,it Serie A,20.0,2005,8,3,314,3.5,0,0,0,0,0,0,1,0,0.00,2,0,0.0,0.57,0.00,0.00,,0,0,8,3,6,11,1,0,0,6,0,,,,,,,,,,,,,,
107,Mathis Amougou,fr FRA,MF,Strasbourg,fr Ligue 1,20.0,2006,11,3,335,3.7,0,0,0,0,0,0,1,0,0.00,3,2,66.7,0.81,0.54,0.00,0.00,0,0,0,8,2,3,1,0,0,3,0,,,,,,,,,,,,,,
108,Mohamed Amoura,dz ALG,"FW,MF",Wolfsburg,de Bundesliga,26.0,2000,29,23,1918,21.3,8,3,11,7,1,1,2,0,0.47,60,19,31.7,2.82,0.89,0.12,0.37,1,1,34,22,7,11,2,0,0,21,0,,,,,,,,,,,,,,
109,Ethan Ampadu,wls WAL,MF,Leeds United,eng Premier League,25.0,2000,32,32,2849,31.7,1,1,2,1,0,0,9,0,0.06,26,6,23.1,0.82,0.19,0.04,0.17,0,0,24,43,47,33,9,0,0,45,0,,,,,,,,,,,,,,
110,Sofyan Amrabat,ma MAR,MF,Real Betis,es La Liga,29.0,1996,14,12,1104,12.3,0,0,0,0,0,0,4,0,0.00,7,1,14.3,0.57,0.08,0.00,0.00,0,0,6,11,10,16,4,0,0,19,0,,,,,,,,,,,,,,
111,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,29.0,1996,32,32,2831,31.5,0,1,1,0,0,0,7,0,0.03,15,4,26.7,0.48,0.13,0.00,0.00,0,0,15,26,33,13,7,0,0,30,0,,,,,,,,,,,,,,
112,Elliot Anderson,eng ENG,MF,Nottingham Forest,eng Premier League,23.0,2002,35,34,3087,34.3,3,2,5,2,1,1,7,0,0.12,40,9,22.5,1.17,0.26,0.05,0.22,1,1,167,57,38,74,7,0,0,52,0,,,,,,,,,,,,,,
113,Tomoya Ando,jp JPN,DF,St Pauli,de Bundesliga,27.0,1999,13,12,1080,12.0,0,1,1,0,0,0,3,0,0.08,7,2,28.6,0.58,0.17,0.00,0.00,0,0,6,19,13,8,3,0,0,10,0,,,,,,,,,,,,,,
114,Nícolas Andrade,br BRA,GK,Pisa,it Serie A,38.0,1988,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,3,0,0,0,0,0,14,2.33,26,12,46.2,1,0,5,0,0.0,1,0,0,1
115,André,br BRA,MF,Wolves,eng Premier League,24.0,2001,32,27,2492,27.7,1,0,1,1,0,0,10,0,0.04,14,1,7.1,0.51,0.04,0.07,1.00,0,0,39,38,22,40,10,0,0,39,0,,,,,,,,,,,,,,
116,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,35.0,1990,25,24,2152,23.9,2,2,4,2,0,0,8,0,0.17,24,6,25.0,1.00,0.25,0.08,0.33,0,0,20,38,30,39,8,0,0,34,0,,,,,,,,,,,,,,
117,Robert Andrich,de GER,"DF,MF",Leverkusen,de Bundesliga,31.0,1994,30,27,2395,26.6,2,0,2,2,0,0,6,1,0.08,11,3,27.3,0.41,0.11,0.18,0.67,0,0,13,30,32,21,6,1,1,30,0,,,,,,,,,,,,,,
118,Manuel Ángel,es ESP,MF,Real Madrid,es La Liga,22.0,2004,4,1,96,1.1,0,0,0,0,0,0,0,0,0.00,2,1,50.0,1.87,0.94,0.00,0.00,0,0,0,3,0,4,0,0,0,2,1,,,,,,,,,,,,,,
119,Miguel Ángel Rubio,es ESP,DF,Espanyol,es La Liga,28.0,1998,12,1,206,2.3,1,0,1,1,0,0,0,0,0.44,2,1,50.0,0.87,0.44,0.50,1.00,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,,,,
120,Miguel Ángel Sierra,es ESP,FW,Sevilla,es La Liga,21.0,2004,4,0,62,0.7,0,0,0,0,0,0,0,0,0.00,4,1,25.0,5.81,1.45,0.00,0.00,0,0,4,1,0,3,0,0,0,1,0,,,,,,,,,,,,,,
121,Angeliño,es ESP,MF,Roma,it Serie A,29.0,1997,7,5,416,4.6,0,0,0,0,0,0,2,0,0.00,5,2,40.0,1.08,0.43,0.00,0.00,0,0,18,7,3,2,2,0,0,5,0,,,,,,,,,,,,,,
122,Samuele Angori,it ITA,MF,Pisa,it Serie A,22.0,2003,32,28,2365,26.3,0,2,2,0,0,0,2,0,0.08,13,2,15.4,0.49,0.08,0.00,0.00,0,0,158,23,22,53,2,0,0,16,0,,,,,,,,,,,,,,
123,Nilson Angulo,ec ECU,MF,Sunderland,eng Premier League,22.0,2003,5,3,256,2.8,0,0,0,0,0,0,0,0,0.00,3,2,66.7,1.05,0.70,0.00,0.00,0,0,7,5,2,2,0,0,0,7,0,,,,,,,,,,,,,,
124,Faustino Anjorin,eng ENG,MF,Torino,it Serie A,24.0,2001,15,1,289,3.2,0,0,0,0,0,0,1,0,0.00,4,1,25.0,1.25,0.31,0.00,0.00,0,0,1,5,7,1,1,0,0,8,0,,,,,,,,,,,,,,
125,Ilyas Ansah,de GER,"MF,FW",Union Berlin,de Bundesliga,21.0,2004,31,21,1769,19.7,5,1,6,5,0,0,1,0,0.31,30,10,33.3,1.53,0.51,0.17,0.50,0,0,19,8,4,38,1,0,0,21,0,,,,,,,,,,,,,,
126,Aaron Anselmino,ar ARG,DF,Dortmund,de Bundesliga,21.0,2005,6,4,368,4.1,1,0,1,1,0,0,0,0,0.24,1,1,100.0,0.24,0.24,1.00,1.00,0,0,2,8,7,3,0,0,0,6,0,,,,,,,,,,,,,,
127,Aaron Anselmino,ar ARG,DF,Strasbourg,fr Ligue 1,21.0,2005,3,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,
128,Andrés Antañón,es ESP,FW,Celta Vigo,es La Liga,19.0,2007,2,1,63,0.7,0,0,0,0,0,0,0,0,0.00,2,2,100.0,2.86,2.86,0.00,0.00,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,
129,Jaidon Anthony,eng ENG,MF,Burnley,eng Premier League,26.0,1999,34,29,2462,27.4,7,2,9,7,0,0,4,0,0.33,50,20,40.0,1.83,0.73,0.14,0.35,0,0,66,20,16,42,4,0,0,20,0,,,,,,,,,,,,,,
130,Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,29.0,1996,31,31,2790,31.0,2,0,2,2,0,0,3,0,0.06,16,6,37.5,0.52,0.19,0.13,0.33,0,0,11,41,28,16,3,0,0,26,0,,,,,,,,,,,,,,
131,Kyllian Antonio,fr FRA,DF,Lens,fr Ligue 1,18.0,2008,2,1,121,1.3,0,0,0,0,0,0,1,0,0.00,1,0,0.0,0.74,0.00,0.00,,0,0,1,3,5,4,1,0,0,1,0,,,,,,,,,,,,,,
132,Antoniu,es ESP,MF,Espanyol,es La Liga,23.0,2002,10,1,167,1.9,0,0,0,0,0,0,1,0,0.00,3,0,0.0,1.62,0.00,0.00,,0,0,2,4,2,4,1,0,0,6,0,,,,,,,,,,,,,,
133,Antony,br BRA,"MF,FW",Real Betis,es La Liga,26.0,2000,28,26,2125,23.6,7,6,13,7,0,0,5,1,0.55,77,31,40.3,3.26,1.31,0.09,0.23,0,0,58,19,20,40,5,1,0,14,0,,,,,,,,,,,,,,
134,Youssef El-Arabi,ma MAR,FW,Nantes,fr Ligue 1,39.0,1987,25,11,941,10.5,3,0,3,3,0,1,0,0,0.29,15,9,60.0,1.43,0.86,0.20,0.33,0,1,2,9,4,23,0,0,0,22,0,,,,,,,,,,,,,,
135,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,30.0,1995,33,33,2889,32.1,6,2,8,4,2,3,5,0,0.19,54,18,33.3,1.68,0.56,0.07,0.22,2,3,14,40,20,57,5,0,0,57,0,,,,,,,,,,,,,,
136,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,23.0,2002,32,29,2604,28.9,1,0,1,1,0,0,10,0,0.03,20,5,25.0,0.69,0.17,0.05,0.20,0,0,46,60,43,43,10,0,0,63,0,,,,,,,,,,,,,,
137,Juan Arango,ve VEN,MF,Girona,es La Liga,19.0,2006,2,0,18,0.2,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,
138,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,27.0,1999,22,10,998,11.1,3,0,3,3,0,0,2,0,0.27,11,5,45.5,0.99,0.45,0.27,0.60,0,0,5,10,10,3,2,0,0,16,0,,,,,,,,,,,,,,
139,Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,29.0,1996,25,24,2014,22.4,0,3,3,0,0,0,7,0,0.13,9,1,11.1,0.40,0.04,0.00,0.00,0,0,38,28,29,16,7,0,0,32,0,,,,,,,,,,,,,,
140,Antonio Arena,it ITA,FW,Roma,it Serie A,17.0,2009,2,0,23,0.3,0,0,0,0,0,0,0,0,0.00,2,0,0.0,7.83,0.00,0.00,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
141,Alphonse Areola,fr FRA,GK,West Ham United,eng Premier League,33.0,1993,20,20,1800,20.0,0,1,1,0,0,0,0,0,0.05,0,0,,0.00,0.00,,,0,0,0,0,1,1,0,0,0,1,0,37,1.85,108,76,70.4,4,5,11,0,0.0,6,5,0,1
142,Jesús Areso,es ESP,DF,Athletic Club,es La Liga,26.0,1999,25,13,1436,16.0,0,1,1,0,0,0,3,0,0.06,3,0,0.0,0.19,0.00,0.00,,0,0,82,15,20,6,3,0,0,18,0,,,,,,,,,,,,,,
143,Jeremy Arévalo,ec ECU,FW,Stuttgart,de Bundesliga,21.0,2005,7,0,38,0.4,0,0,0,0,0,0,0,0,0.00,3,1,33.3,7.11,2.37,0.00,0.00,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,
144,Paul Argney,fr FRA,GK,Le Havre,fr Ligue 1,19.0,2006,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,1,1.00,3,2,66.7,1,0,0,0,0.0,0,0,0,0
145,Iñigo Arguibide,es ESP,DF,Osasuna,es La Liga,21.0,2005,6,2,187,2.1,0,0,0,0,0,0,0,1,0.00,0,0,,0.00,0.00,,,0,0,5,3,1,0,0,1,0,3,0,,,,,,,,,,,,,,
146,Jhon Arias,co COL,"FW,MF",Wolves,eng Premier League,28.0,1997,23,14,1124,12.5,1,0,1,1,0,0,1,0,0.08,16,3,18.8,1.28,0.24,0.06,0.33,0,0,30,27,7,9,1,0,0,26,0,,,,,,,,,,,,,,
147,Juan Arizala,co COL,MF,Udinese,it Serie A,20.0,2005,8,0,119,1.3,0,0,0,0,0,0,0,0,0.00,1,1,100.0,0.76,0.76,0.00,0.00,0,0,5,2,1,1,0,0,0,0,0,,,,,,,,,,,,,,
148,Adam Armstrong,eng ENG,"FW,MF",Wolves,eng Premier League,29.0,1997,11,11,906,10.1,1,2,3,1,0,0,3,0,0.30,16,5,31.3,1.59,0.50,0.06,0.20,0,0,4,3,1,3,3,0,0,10,0,,,,,,,,,,,,,,
149,Harrison Armstrong,eng ENG,MF,Everton,eng Premier League,19.0,2007,12,6,500,5.6,0,0,0,0,0,0,0,0,0.00,5,2,40.0,0.90,0.36,0.00,0.00,0,0,2,10,4,15,0,0,0,6,0,,,,,,,,,,,,,,
150,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,31.0,1994,25,20,1859,20.7,1,4,5,1,0,0,5,0,0.24,13,5,38.5,0.63,0.24,0.08,0.20,0,0,81,15,24,26,5,0,0,17,0,,,,,,,,,,,,,,
151,Tolu Arokodare,ng NGA,FW,Wolves,eng Premier League,25.0,2000,30,13,1373,15.3,3,1,4,3,0,1,1,0,0.26,43,15,34.9,2.82,0.98,0.07,0.20,0,1,0,3,5,16,1,0,0,17,0,,,,,,,,,,,,,,
152,Love Arrhov,se SWE,MF,Eintracht Frankfurt,de Bundesliga,17.0,2008,5,1,65,0.7,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,2,0,1,1,0,0,2,0,,,,,,,,,,,,,,
153,Kervin Arriaga,hn HON,MF,Levante,es La Liga,28.0,1998,24,13,1307,14.5,1,2,3,1,0,0,7,1,0.21,10,3,30.0,0.69,0.21,0.10,0.33,0,0,4,22,13,21,7,1,1,19,0,,,,,,,,,,,,,,
154,Arthur,br BRA,MF,Leverkusen,de Bundesliga,23.0,2003,18,13,1081,12.0,1,3,4,1,0,0,2,0,0.33,10,2,20.0,0.83,0.17,0.10,0.50,0,0,30,12,18,9,2,0,0,17,0,,,,,,,,,,,,,,
155,Takuma Asano,jp JPN,"MF,FW",Mallorca,es La Liga,31.0,1994,17,7,557,6.2,1,0,1,1,0,0,2,0,0.16,11,2,18.2,1.78,0.32,0.09,0.50,0,0,10,5,1,10,2,0,0,8,0,,,,,,,,,,,,,,
156,Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,23.0,2003,20,15,1438,16.0,2,0,2,2,0,0,3,0,0.13,14,4,28.6,0.88,0.25,0.14,0.50,0,0,1,11,8,17,3,0,0,15,0,,,,,,,,,,,,,,
157,Fisnik Asllani,xk KVX,"FW,MF",Hoffenheim,de Bundesliga,23.0,2002,31,29,2183,24.3,10,7,17,10,0,0,2,0,0.70,69,26,37.7,2.84,1.07,0.14,0.38,0,0,10,7,4,36,2,0,0,25,0,,,,,,,,,,,,,,
158,Kristjan Asllani,al ALB,MF,Torino,it Serie A,24.0,2002,15,13,1129,12.5,0,0,0,0,0,1,3,0,0.00,20,4,20.0,1.59,0.32,0.00,0.00,0,1,52,14,12,14,3,0,0,7,0,,,,,,,,,,,,,,
159,Joel Asoro,se SWE,FW,Metz,fr Ligue 1,27.0,1999,8,2,227,2.5,0,0,0,0,0,0,0,0,0.00,4,1,25.0,1.59,0.40,0.00,0.00,0,0,1,0,0,1,0,0,0,2,0,,,,,,,,,,,,,,
160,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,38.0,1987,28,9,955,10.6,5,3,8,3,2,2,4,0,0.57,27,12,44.4,2.54,1.13,0.11,0.25,2,2,23,11,12,13,4,0,0,3,0,,,,,,,,,,,,,,
161,Yaser Asprilla,co COL,"FW,MF",Girona,es La Liga,22.0,2003,15,6,611,6.8,0,0,0,0,0,0,0,0,0.00,15,5,33.3,2.21,0.74,0.00,0.00,0,0,36,4,5,8,0,0,0,11,0,,,,,,,,,,,,,,
162,Lorenz Assignon,tg TOG,"DF,MF",Stuttgart,de Bundesliga,25.0,2000,23,12,1090,12.1,0,0,0,0,0,0,3,1,0.00,12,4,33.3,0.99,0.33,0.00,0.00,0,0,38,15,14,7,3,1,0,19,0,,,,,,,,,,,,,,
163,Dehmaine Assoumani,fr FRA,MF,Nantes,fr Ligue 1,21.0,2005,27,14,1276,14.2,1,0,1,1,0,0,5,0,0.07,29,7,24.1,2.05,0.49,0.03,0.14,0,0,88,18,16,20,5,0,0,23,0,,,,,,,,,,,,,,
164,Lander Astiazaran,es ESP,MF,Real Sociedad,es La Liga,20.0,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,1,0,0.0,90.00,0.00,0.00,,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,
165,Otavio Ataide,br BRA,DF,Paris FC,fr Ligue 1,24.0,2002,22,20,1818,20.2,1,0,1,1,0,0,6,1,0.05,12,3,25.0,0.59,0.15,0.08,0.33,0,0,5,26,26,31,6,1,0,23,0,,,,,,,,,,,,,,
166,Zachary Athekame,ch SUI,"MF,DF",Milan,it Serie A,21.0,2004,24,6,680,7.6,1,2,3,1,0,0,3,0,0.40,10,2,20.0,1.32,0.26,0.10,0.50,0,0,42,7,4,10,3,0,0,13,0,,,,,,,,,,,,,,
167,Arthur Atta,fr FRA,MF,Udinese,it Serie A,23.0,2003,29,26,2287,25.4,5,3,8,5,0,0,3,0,0.31,52,19,36.5,2.05,0.75,0.10,0.26,0,0,51,14,22,31,3,0,0,21,0,,,,,,,,,,,,,,
168,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,23.0,2002,32,32,2880,32.0,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,1,5,1,0,0,0,0,53,1.66,145,93,63.4,12,8,12,6,18.8,1,0,1,0
169,Pierre-Emerick Aubameyang,ga GAB,FW,Marseille,fr Ligue 1,36.0,1989,29,22,1949,21.7,9,5,14,9,0,0,1,0,0.65,52,28,53.8,2.40,1.29,0.17,0.32,0,0,29,6,7,16,1,0,0,19,0,,,,,,,,,,,,,,
170,Emil Audero,id IDN,GK,Cremonese,it Serie A,29.0,1997,31,31,2790,31.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,5,0,0,0,0,0,46,1.48,160,119,73.1,6,7,18,9,29.0,5,3,2,0
171,Carlos Augusto,br BRA,"DF,MF",Inter,it Serie A,27.0,1999,31,15,1493,16.6,1,1,2,1,0,0,6,0,0.12,15,4,26.7,0.90,0.24,0.07,0.25,0,0,41,20,17,11,6,0,0,25,0,,,,,,,,,,,,,,
172,Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,25.0,2000,21,19,1742,19.4,3,1,4,3,0,0,2,0,0.21,24,11,45.8,1.24,0.57,0.13,0.27,0,0,12,17,19,15,2,0,0,20,0,,,,,,,,,,,,,,
173,Leon Avdullahu,xk KVX,MF,Hoffenheim,de Bundesliga,22.0,2004,31,30,2654,29.5,0,1,1,0,0,0,4,0,0.03,14,2,14.3,0.47,0.07,0.00,0.00,0,0,14,29,31,12,4,0,0,25,0,,,,,,,,,,,,,,
174,Ezequiel Ávila,ar ARG,FW,Real Betis,es La Liga,32.0,1994,14,3,363,4.0,1,0,1,0,1,1,3,0,0.00,8,2,25.0,1.98,0.50,0.00,0.00,1,1,12,2,4,8,3,0,0,6,0,,,,,,,,,,,,,,
175,Arthur Avom,cm CMR,MF,Lorient,fr Ligue 1,21.0,2004,29,22,2077,23.1,1,1,2,1,0,0,3,0,0.09,20,5,25.0,0.87,0.22,0.05,0.20,0,0,43,31,28,37,3,0,0,23,1,,,,,,,,,,,,,,
176,Chidozie Awaziem,ng NGA,DF,Nantes,fr Ligue 1,29.0,1997,26,25,2231,24.8,1,2,3,1,0,0,7,0,0.12,11,4,36.4,0.44,0.16,0.09,0.25,0,0,2,20,20,21,7,0,0,23,1,,,,,,,,,,,,,,
177,Taiwo Awoniyi,ng NGA,FW,Nottingham Forest,eng Premier League,28.0,1997,14,2,372,4.1,4,1,5,4,0,0,1,0,1.21,12,7,58.3,2.90,1.69,0.33,0.57,0,0,1,1,1,4,1,0,0,7,0,,,,,,,,,,,,,,
178,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,22.0,2003,27,20,1905,21.2,3,3,6,3,0,0,1,0,0.28,41,10,24.4,1.94,0.47,0.07,0.30,0,0,23,25,25,28,1,0,0,23,0,,,,,,,,,,,,,,
179,Neil El Aynaoui,ma MAR,MF,Roma,it Serie A,24.0,2001,22,7,832,9.2,1,2,3,1,0,0,5,0,0.32,5,4,80.0,0.54,0.43,0.20,0.25,0,0,13,8,18,8,5,0,0,20,0,,,,,,,,,,,,,,
180,Ilyas Azizi,fr FRA,FW,Toulouse,fr Ligue 1,18.0,2008,3,0,29,0.3,0,0,0,0,0,0,0,0,0.00,1,0,0.0,3.10,0.00,0.00,,0,0,2,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
181,César Azpilicueta,es ESP,DF,Sevilla,es La Liga,36.0,1989,15,15,1033,11.5,0,1,1,0,0,0,4,0,0.09,1,0,0.0,0.09,0.00,0.00,,0,0,11,17,22,8,4,0,0,22,0,,,,,,,,,,,,,,
182,Oussama El Azzouzi,ma MAR,"MF,DF",Auxerre,fr Ligue 1,24.0,2001,11,10,807,9.0,1,0,1,1,0,0,1,1,0.11,5,1,20.0,0.56,0.11,0.20,1.00,0,0,0,15,16,8,1,1,0,18,0,,,,,,,,,,,,,,
183,Mio Backhaus,de GER,GK,Werder Bremen,de Bundesliga,22.0,2004,30,30,2700,30.0,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,12,1,0,0,0,1,53,1.77,138,90,65.2,7,8,15,5,16.7,5,5,0,0
184,Loïc Bade,fr FRA,DF,Leverkusen,de Bundesliga,26.0,2000,23,19,1653,18.4,0,0,0,0,0,0,4,0,0.00,12,4,33.3,0.65,0.22,0.00,0.00,0,0,4,19,21,4,4,0,0,11,1,,,,,,,,,,,,,,
185,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,25.0,2001,8,6,471,5.2,0,0,0,0,0,0,2,0,0.00,0,0,,0.00,0.00,,,0,0,0,5,9,2,2,0,0,6,0,,,,,,,,,,,,,,
186,Alex Baena,es ESP,"MF,FW",Atlético Madrid,es La Liga,24.0,2001,24,18,1372,15.2,2,3,5,2,0,0,4,0,0.33,23,6,26.1,1.51,0.39,0.09,0.33,0,0,105,9,15,27,4,0,0,23,0,,,,,,,,,,,,,,
187,Samson Baidoo,at AUT,DF,Lens,fr Ligue 1,22.0,2004,22,19,1768,19.6,2,1,3,2,0,0,2,0,0.15,16,4,25.0,0.81,0.20,0.13,0.50,0,0,0,22,25,5,2,0,0,20,0,,,,,,,,,,,,,,
188,Leon Bailey,jm JAM,MF,Aston Villa,eng Premier League,28.0,1997,11,2,363,4.0,0,1,1,0,0,0,1,0,0.25,6,1,16.7,1.49,0.25,0.00,0.00,0,0,17,4,1,4,1,0,0,5,0,,,,,,,,,,,,,,
189,Leon Bailey,jm JAM,FW,Roma,it Serie A,28.0,1997,7,1,186,2.1,0,0,0,0,0,0,0,0,0.00,3,1,33.3,1.45,0.48,0.00,0.00,0,0,14,0,0,1,0,0,0,2,0,,,,,,,,,,,,,,
190,Eric Bailly,ci CIV,DF,Oviedo,es La Liga,32.0,1994,12,12,1043,11.6,1,0,1,1,0,0,3,0,0.09,5,1,20.0,0.43,0.09,0.20,1.00,0,0,1,9,15,7,3,0,0,13,0,,,,,,,,,,,,,,
191,Theo Bair,ca CAN,FW,Auxerre,fr Ligue 1,26.0,1999,2,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
192,Cédric Bakambu,cd COD,FW,Real Betis,es La Liga,35.0,1991,17,5,524,5.8,3,1,4,3,0,0,1,0,0.69,21,9,42.9,3.61,1.55,0.14,0.33,0,0,2,2,1,9,1,0,0,10,0,,,,,,,,,,,,,,
193,Johan Bakayoko,be BEL,"FW,MF",RB Leipzig,de Bundesliga,23.0,2003,19,8,766,8.5,2,0,2,2,0,0,1,0,0.23,24,9,37.5,2.82,1.06,0.08,0.22,0,0,14,3,2,11,1,0,0,12,0,,,,,,,,,,,,,,
194,Darryl Bakola,fr FRA,MF,Marseille,fr Ligue 1,18.0,2007,8,0,75,0.8,0,0,0,0,0,0,0,0,0.00,2,1,50.0,2.40,1.20,0.00,0.00,0,0,1,1,0,4,0,0,0,4,0,,,,,,,,,,,,,,
195,Darryl Bakola,fr FRA,MF,Sassuolo,it Serie A,18.0,2007,5,1,109,1.2,0,1,1,0,0,0,0,0,0.83,3,1,33.3,2.48,0.83,0.00,0.00,0,0,3,0,1,3,0,0,0,1,0,,,,,,,,,,,,,,
196,Ridle Baku,de GER,DF,RB Leipzig,de Bundesliga,28.0,1998,30,27,2387,26.5,2,3,5,2,0,0,4,0,0.19,29,6,20.7,1.09,0.23,0.07,0.33,0,0,54,38,29,20,4,0,0,23,0,,,,,,,,,,,,,,
197,Dilane Bakwa,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,23.0,2002,3,0,107,1.2,1,2,3,1,0,0,0,0,2.52,2,1,50.0,1.68,0.84,0.50,1.00,0,0,8,1,1,4,0,0,0,0,0,,,,,,,,,,,,,,
198,Dilane Bakwa,fr FRA,MF,Nottingham Forest,eng Premier League,23.0,2002,12,5,469,5.2,0,2,2,0,0,0,1,0,0.38,8,3,37.5,1.54,0.58,0.00,0.00,0,0,32,3,0,12,1,0,0,9,0,,,,,,,,,,,,,,
199,Luís Balbo,ve VEN,DF,Fiorentina,it Serie A,20.0,2006,4,1,180,2.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,4,5,1,5,0,0,0,2,0,,,,,,,,,,,,,,
200,Tommaso Baldanzi,it ITA,MF,Genoa,it Serie A,23.0,2003,7,4,336,3.7,0,2,2,0,0,0,0,0,0.54,8,3,37.5,2.14,0.80,0.00,0.00,0,0,7,6,2,5,0,0,0,2,0,,,,,,,,,,,,,,
201,Tommaso Baldanzi,it ITA,"FW,MF",Roma,it Serie A,23.0,2003,10,3,386,4.3,1,0,1,1,0,0,2,0,0.23,11,4,36.4,2.56,0.93,0.09,0.25,0,0,9,1,3,18,2,0,0,8,0,,,,,,,,,,,,,,
202,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,22.0,2003,24,19,1653,18.4,0,2,2,0,0,0,2,0,0.11,8,1,12.5,0.44,0.05,0.00,0.00,0,0,23,19,6,22,2,0,0,14,0,,,,,,,,,,,,,,
203,Fabio Baldé,pt POR,"FW,MF",Hamburger SV,de Bundesliga,20.0,2005,14,3,408,4.5,0,1,1,0,0,0,1,0,0.22,6,3,50.0,1.32,0.66,0.00,0.00,0,0,14,7,0,2,1,0,0,4,0,,,,,,,,,,,,,,
204,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,22.0,2004,28,21,1464,16.3,0,0,0,0,0,0,5,0,0.00,17,1,5.9,1.05,0.06,0.00,0.00,0,0,0,17,26,17,5,0,0,29,0,,,,,,,,,,,,,,
205,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,27.0,1999,24,19,1821,20.2,0,1,1,0,0,0,5,0,0.05,19,5,26.3,0.94,0.25,0.00,0.00,0,0,2,25,22,21,5,0,0,18,0,,,,,,,,,,,,,,
206,Daniel Ballard,nir NIR,DF,Sunderland,eng Premier League,26.0,1999,29,24,2149,23.9,2,0,2,2,0,0,4,1,0.08,26,9,34.6,1.09,0.38,0.08,0.22,0,0,1,17,20,29,4,1,0,29,0,,,,,,,,,,,,,,
207,Carlos Ballestero,es ESP,DF,Alavés,es La Liga,22.0,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
208,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,34.0,1992,12,4,423,4.7,0,0,0,0,0,0,2,0,0.00,2,0,0.0,0.43,0.00,0.00,,0,0,8,4,5,4,2,0,0,8,0,,,,,,,,,,,,,,
